ap_index_nT,f10.7_index,Timestamp
15.807598,189.03131,2000-08-04 04:51:10
15.614714,189.1859,2000-08-04 05:01:10
15.549107,188.76022,2000-08-04 05:01:10
15.492222,189.40692,2000-08-04 05:01:10
15.712669,188.94989,2000-08-04 05:11:10
15.547989,189.18573,2000-08-04 05:11:10
15.671172,188.88696,2000-08-04 05:11:10
15.586193,189.30573,2000-08-04 05:21:10
15.411761,189.65381,2000-08-04 05:21:10
15.368469,189.30432,2000-08-04 05:21:10
15.530757,188.67688,2000-08-04 05:31:10
15.582228,188.94156,2000-08-04 05:31:10
15.366528,189.07178,2000-08-04 05:31:10
15.266449,189.3785,2000-08-04 05:41:10
15.280908,189.38177,2000-08-04 05:41:10
15.327665,189.33765,2000-08-04 05:41:10
14.997804,189.52885,2000-08-04 05:51:10
15.062787,189.00977,2000-08-04 05:51:10
15.05299,189.44405,2000-08-04 05:51:10
15.132523,189.08765,2000-08-04 06:01:10
14.940802,189.79678,2000-08-04 06:01:10
15.079387,189.19359,2000-08-04 06:01:10
15.021566,189.50632,2000-08-04 06:11:10
14.97957,189.4591,2000-08-04 06:11:10
15.232466,189.30087,2000-08-04 06:11:10
15.104781,189.03671,2000-08-04 06:21:10
15.199999,189.58095,2000-08-04 06:21:10
15.089867,188.8271,2000-08-04 06:21:10
14.827272,189.667,2000-08-04 06:31:10
15.163286,188.9726,2000-08-04 06:31:10
14.800474,189.35162,2000-08-04 06:31:10
15.38718,189.53369,2000-08-04 06:41:10
15.3607025,189.30017,2000-08-04 06:41:10
15.15321,188.88486,2000-08-04 06:41:10
15.117771,189.04135,2000-08-04 06:51:10
15.224429,189.17265,2000-08-04 06:51:10
15.188768,189.46442,2000-08-04 06:51:10
15.20749,189.31255,2000-08-04 07:01:10
15.454807,189.29065,2000-08-04 07:01:10
15.230043,188.60059,2000-08-04 07:01:10
15.458294,189.19054,2000-08-04 07:11:10
15.719783,189.38698,2000-08-04 07:11:10
15.576857,189.23096,2000-08-04 07:11:10
15.625319,189.13431,2000-08-04 07:21:10
15.625752,189.23279,2000-08-04 07:21:10
15.577174,189.6146,2000-08-04 07:21:10
15.675896,189.23163,2000-08-04 07:31:10
15.695301,189.4782,2000-08-04 07:31:10
15.465063,189.56738,2000-08-04 07:31:10
15.450667,189.3739,2000-08-04 07:41:10
15.44818,189.24554,2000-08-04 07:41:10
15.579771,189.05508,2000-08-04 07:41:10
15.475195,189.44496,2000-08-04 07:51:10
15.421532,189.7114,2000-08-04 07:51:10
15.523472,189.33908,2000-08-04 07:51:10
15.669359,189.43036,2000-08-04 08:01:10
15.408148,189.0082,2000-08-04 08:01:10
15.382664,189.52426,2000-08-04 08:01:10
15.227337,189.33292,2000-08-04 08:11:10
15.121563,189.18137,2000-08-04 08:11:10
15.470293,189.39093,2000-08-04 08:11:10
15.209664,189.42902,2000-08-04 08:21:10
15.417761,189.70493,2000-08-04 08:21:10
15.398123,189.03111,2000-08-04 08:21:10
15.184298,189.36435,2000-08-04 08:31:10
15.232836,189.99652,2000-08-04 08:31:10
15.305161,189.69397,2000-08-04 08:31:10
15.3176,189.23192,2000-08-04 08:41:10
15.280041,189.42593,2000-08-04 08:41:10
15.18871,189.77748,2000-08-04 08:41:10
15.305123,189.869,2000-08-04 08:51:10
15.535615,189.04083,2000-08-04 08:51:10
15.3536,189.46442,2000-08-04 08:51:10
15.405214,189.08356,2000-08-04 09:01:10
15.537156,189.30899,2000-08-04 09:01:10
15.571791,190.04376,2000-08-04 09:01:10
15.495311,189.36337,2000-08-04 09:11:10
15.201454,189.40604,2000-08-04 09:11:10
15.460175,189.6081,2000-08-04 09:11:10
15.47101,189.53546,2000-08-04 09:21:10
15.329187,189.66574,2000-08-04 09:21:10
15.321178,189.59653,2000-08-04 09:21:10
15.454839,189.77423,2000-08-04 09:31:10
15.476189,189.73561,2000-08-04 09:31:10
15.5424185,189.49042,2000-08-04 09:31:10
15.513184,189.05835,2000-08-04 09:41:10
15.499624,189.67712,2000-08-04 09:41:10
15.4913025,189.72324,2000-08-04 09:41:10
15.561171,189.53519,2000-08-04 09:51:10
15.833857,189.36609,2000-08-04 09:51:10
15.742634,189.69617,2000-08-04 09:51:10
15.720634,189.78882,2000-08-04 10:01:10
15.889666,189.51271,2000-08-04 10:01:10
15.469168,189.88187,2000-08-04 10:01:10
15.931034,190.26935,2000-08-04 10:11:10
15.693232,189.72902,2000-08-04 10:11:10
15.447083,189.41234,2000-08-04 10:11:10
15.8269005,189.59999,2000-08-04 10:21:10
16.078768,190.24452,2000-08-04 10:21:10
15.93948,189.54633,2000-08-04 10:21:10
15.992683,189.94608,2000-08-04 10:31:10
16.031458,189.89328,2000-08-04 10:31:10
15.7514515,189.41815,2000-08-04 10:31:10
15.870391,189.21135,2000-08-04 10:41:10
15.903248,189.56223,2000-08-04 10:41:10
15.772033,189.59274,2000-08-04 10:41:10
16.060293,190.03851,2000-08-04 10:51:10
15.94078,189.83981,2000-08-04 10:51:10
15.798807,189.92458,2000-08-04 10:51:10
15.872726,189.8906,2000-08-04 11:01:10
15.9818,189.58557,2000-08-04 11:01:10
15.7043705,189.91342,2000-08-04 11:01:10
15.820548,190.16443,2000-08-04 11:11:10
15.600162,190.1253,2000-08-04 11:11:10
15.677746,189.54245,2000-08-04 11:11:10
15.762762,189.70721,2000-08-04 11:21:10
15.567668,189.37878,2000-08-04 11:21:10
15.571751,189.79588,2000-08-04 11:21:10
15.466403,189.50647,2000-08-04 11:31:10
15.320068,190.1969,2000-08-04 11:31:10
15.856751,189.63983,2000-08-04 11:31:10
15.708097,189.65353,2000-08-04 11:41:10
15.516497,189.81471,2000-08-04 11:41:10
15.778835,189.82983,2000-08-04 11:41:10
15.71772,189.47392,2000-08-04 11:51:10
15.742332,189.69136,2000-08-04 11:51:10
15.544413,189.76747,2000-08-04 11:51:10
15.875776,190.11037,2000-08-04 12:01:10
15.574619,189.50009,2000-08-04 12:01:10
15.678463,189.89142,2000-08-04 12:01:10
15.379149,190.09245,2000-08-04 12:11:10
15.604759,189.94298,2000-08-04 12:11:10
15.628794,189.46556,2000-08-04 12:11:10
15.653867,190.2144,2000-08-04 12:21:10
15.519466,190.30966,2000-08-04 12:21:10
15.638102,189.65764,2000-08-04 12:21:10
15.547166,189.8586,2000-08-04 12:31:10
15.52243,189.65594,2000-08-04 12:31:10
15.507795,189.87724,2000-08-04 12:31:10
15.801936,190.01746,2000-08-04 12:41:10
15.954734,189.9746,2000-08-04 12:41:10
15.569788,190.27162,2000-08-04 12:41:10
15.534219,189.72127,2000-08-04 12:51:10
15.51047,190.46626,2000-08-04 12:51:10
15.703476,190.01167,2000-08-04 12:51:10
15.682783,190.1683,2000-08-04 13:01:10
15.875905,189.97151,2000-08-04 13:01:10
15.954701,189.74327,2000-08-04 13:01:10
15.92677,189.90782,2000-08-04 13:11:10
15.726934,189.26828,2000-08-04 13:11:10
15.935149,189.82274,2000-08-04 13:11:10
15.901943,189.62495,2000-08-04 13:21:10
15.672361,190.15707,2000-08-04 13:21:10
15.742895,189.6727,2000-08-04 13:21:10
15.678989,189.81656,2000-08-04 13:31:10
15.583185,189.8581,2000-08-04 13:31:10
15.513194,190.21008,2000-08-04 13:31:10
15.518678,190.36511,2000-08-04 13:41:10
15.36424,190.13947,2000-08-04 13:41:10
15.339567,189.7803,2000-08-04 13:41:10
15.292583,190.39867,2000-08-04 13:51:10
15.221959,189.6666,2000-08-04 13:51:10
15.561748,189.99045,2000-08-04 13:51:10
15.598232,190.16315,2000-08-04 14:01:10
15.509754,189.79213,2000-08-04 14:01:10
15.325657,189.83554,2000-08-04 14:01:10
15.488464,190.18027,2000-08-04 14:11:10
15.4219475,190.4483,2000-08-04 14:11:10
15.217584,189.9678,2000-08-04 14:11:10
15.294416,190.50008,2000-08-04 14:21:10
15.118187,190.02315,2000-08-04 14:21:10
15.197369,189.90674,2000-08-04 14:21:10
15.208496,190.15521,2000-08-04 14:31:10
15.226381,189.78214,2000-08-04 14:31:10
15.218818,189.84926,2000-08-04 14:31:10
15.068312,189.96172,2000-08-04 14:41:10
15.176132,189.7464,2000-08-04 14:41:10
14.967413,190.19516,2000-08-04 14:41:10
15.104945,190.22421,2000-08-04 14:51:10
15.171518,189.7287,2000-08-04 14:51:10
14.986709,189.98293,2000-08-04 14:51:10
15.064303,190.51459,2000-08-04 15:01:10
15.119521,190.14343,2000-08-04 15:01:10
15.306534,189.6169,2000-08-04 15:01:10
15.212203,190.13373,2000-08-04 15:11:10
15.494024,190.11172,2000-08-04 15:11:10
15.323116,190.14865,2000-08-04 15:11:10
15.283046,190.3921,2000-08-04 15:21:10
15.330086,190.18047,2000-08-04 15:21:10
15.07191,190.64658,2000-08-04 15:21:10
15.084553,189.74493,2000-08-04 15:31:10
14.973777,189.91255,2000-08-04 15:31:10
15.052946,190.25664,2000-08-04 15:31:10
15.302934,190.08527,2000-08-04 15:41:10
14.958044,189.95743,2000-08-04 15:41:10
15.117346,189.91597,2000-08-04 15:41:10
14.80693,189.72829,2000-08-04 15:51:10
14.889707,190.22644,2000-08-04 15:51:10
15.07445,190.67429,2000-08-04 15:51:10
14.853295,190.2298,2000-08-04 16:01:10
14.855415,189.65886,2000-08-04 16:01:10
15.02425,189.7316,2000-08-04 16:01:10
14.960734,189.9644,2000-08-04 16:11:10
15.0151825,190.10332,2000-08-04 16:11:10
15.154898,190.17514,2000-08-04 16:11:10
14.9909,190.18362,2000-08-04 16:21:10
14.7716,189.94626,2000-08-04 16:21:10
15.063393,189.94083,2000-08-04 16:21:10
14.799409,189.76636,2000-08-04 16:31:10
14.6689,190.49692,2000-08-04 16:31:10
14.554249,189.79358,2000-08-04 16:31:10
14.314466,189.85852,2000-08-04 16:41:10
14.605499,190.23602,2000-08-04 16:41:10
14.549594,189.879,2000-08-04 16:41:10
14.664683,189.90576,2000-08-04 16:51:10
14.513454,189.77028,2000-08-04 16:51:10
14.387428,189.99612,2000-08-04 16:51:10
14.520449,189.8716,2000-08-04 17:01:10
14.468872,190.00943,2000-08-04 17:01:10
14.524826,190.54547,2000-08-04 17:01:10
14.422382,189.9885,2000-08-04 17:11:10
14.60494,190.14836,2000-08-04 17:11:10
14.515832,189.84784,2000-08-04 17:11:10
14.526968,190.9727,2000-08-04 17:21:10
14.524829,189.98293,2000-08-04 17:21:10
14.621947,190.43909,2000-08-04 17:21:10
14.334885,190.42978,2000-08-04 17:31:10
14.529615,190.68631,2000-08-04 17:31:10
14.435337,190.4136,2000-08-04 17:31:10
14.219262,190.11908,2000-08-04 17:41:10
14.342384,190.31308,2000-08-04 17:41:10
14.326061,190.45723,2000-08-04 17:41:10
14.1587925,190.36295,2000-08-04 17:51:10
14.428455,190.12009,2000-08-04 17:51:10
14.349161,190.23424,2000-08-04 17:51:10
14.262873,190.96512,2000-08-04 18:01:10
14.216752,190.54633,2000-08-04 18:01:10
14.037321,190.4066,2000-08-04 18:01:10
14.398529,190.95126,2000-08-04 18:11:10
14.023388,190.00513,2000-08-04 18:11:10
14.307642,190.83499,2000-08-04 18:11:10
13.914795,190.64075,2000-08-04 18:21:10
14.275137,190.11183,2000-08-04 18:21:10
14.045662,190.8201,2000-08-04 18:21:10
14.215122,190.20657,2000-08-04 18:31:10
14.465252,190.39255,2000-08-04 18:31:10
14.479047,190.59232,2000-08-04 18:31:10
14.533356,190.55179,2000-08-04 18:41:10
14.551035,190.60034,2000-08-04 18:41:10
14.232045,190.6034,2000-08-04 18:41:10
14.219557,190.62906,2000-08-04 18:51:10
14.010126,190.48755,2000-08-04 18:51:10
14.128736,190.19473,2000-08-04 18:51:10
13.724792,190.46439,2000-08-04 19:01:10
14.273675,190.45074,2000-08-04 19:01:10
14.19671,190.85278,2000-08-04 19:01:10
14.108368,190.21284,2000-08-04 19:11:10
13.984636,190.37654,2000-08-04 19:11:10
14.108601,190.59955,2000-08-04 19:11:10
13.8335495,191.17445,2000-08-04 19:21:10
13.820625,190.15892,2000-08-04 19:21:10
14.171473,190.476,2000-08-04 19:21:10
13.7910385,190.81061,2000-08-04 19:31:10
13.866913,191.18481,2000-08-04 19:31:10
13.836205,190.20766,2000-08-04 19:31:10
14.013335,191.13226,2000-08-04 19:41:10
14.280556,190.3837,2000-08-04 19:41:10
13.881498,190.92346,2000-08-04 19:41:10
13.836913,190.63168,2000-08-04 19:51:10
13.844387,190.88321,2000-08-04 19:51:10
13.660661,190.42929,2000-08-04 19:51:10
13.647029,190.38469,2000-08-04 20:01:10
13.659164,190.51096,2000-08-04 20:01:10
13.759931,190.69553,2000-08-04 20:01:10
13.685329,190.52629,2000-08-04 20:11:10
14.02216,190.70355,2000-08-04 20:11:10
13.866571,191.2139,2000-08-04 20:11:10
13.880453,190.65137,2000-08-04 20:21:10
13.976272,190.94244,2000-08-04 20:21:10
14.22525,190.85822,2000-08-04 20:21:10
14.223997,190.74142,2000-08-04 20:31:10
14.200815,190.60376,2000-08-04 20:31:10
13.904648,190.61992,2000-08-04 20:31:10
13.963944,190.77753,2000-08-04 20:41:10
14.197502,191.04868,2000-08-04 20:41:10
14.206886,191.24223,2000-08-04 20:41:10
13.976912,190.93723,2000-08-04 20:51:10
14.3295555,191.0072,2000-08-04 20:51:10
14.176271,190.89249,2000-08-04 20:51:10
14.048011,191.12605,2000-08-04 21:01:10
14.057293,190.74101,2000-08-04 21:01:10
13.935779,190.82133,2000-08-04 21:01:10
13.851063,190.58206,2000-08-04 21:11:10
13.843976,190.92085,2000-08-04 21:11:10
13.949134,191.13002,2000-08-04 21:11:10
13.938187,191.58981,2000-08-04 21:21:10
13.888968,190.98337,2000-08-04 21:21:10
13.636072,190.89386,2000-08-04 21:21:10
13.62833,191.24052,2000-08-04 21:31:10
14.0238,191.52429,2000-08-04 21:31:10
13.792139,190.86578,2000-08-04 21:31:10
13.492769,190.82208,2000-08-04 21:41:10
13.582422,190.51021,2000-08-04 21:41:10
13.556077,191.11063,2000-08-04 21:41:10
13.559326,190.82736,2000-08-04 21:51:10
13.652216,191.11038,2000-08-04 21:51:10
13.749908,190.23705,2000-08-04 21:51:10
13.517069,191.2485,2000-08-04 22:01:10
13.481989,190.93686,2000-08-04 22:01:10
13.389087,190.9348,2000-08-04 22:01:10
13.619547,191.37427,2000-08-04 22:11:10
13.817537,190.69363,2000-08-04 22:11:10
13.736807,191.29272,2000-08-04 22:11:10
13.803204,190.56023,2000-08-04 22:21:10
13.979434,190.81451,2000-08-04 22:21:10
14.0095825,191.06255,2000-08-04 22:21:10
13.625383,191.39838,2000-08-04 22:31:10
14.112502,191.14188,2000-08-04 22:31:10
13.963212,190.60165,2000-08-04 22:31:10
14.137802,191.05994,2000-08-04 22:41:10
13.706442,190.85439,2000-08-04 22:41:10
13.902531,191.19995,2000-08-04 22:41:10
14.044463,190.88333,2000-08-04 22:51:10
14.07202,191.24265,2000-08-04 22:51:10
14.174264,191.12186,2000-08-04 22:51:10
14.088561,191.18372,2000-08-04 23:01:10
14.228334,190.93633,2000-08-04 23:01:10
14.190386,191.08728,2000-08-04 23:01:10
13.89589,191.0892,2000-08-04 23:11:10
14.199987,190.84268,2000-08-04 23:11:10
14.284918,191.01108,2000-08-04 23:11:10
14.326633,191.12183,2000-08-04 23:21:10
14.492098,191.26228,2000-08-04 23:21:10
14.337579,190.8913,2000-08-04 23:21:10
14.313399,191.54355,2000-08-04 23:31:10
14.314979,190.76715,2000-08-04 23:31:10
14.286167,190.59163,2000-08-04 23:31:10
14.206259,191.70908,2000-08-04 23:41:10
14.357531,191.15515,2000-08-04 23:41:10
14.319561,191.56223,2000-08-04 23:41:10
14.277309,190.6381,2000-08-04 23:51:10
14.248218,190.97665,2000-08-04 23:51:10
14.190575,190.9099,2000-08-04 23:51:10
14.0799,191.66159,2000-08-05 00:01:10
14.384142,191.34607,2000-08-05 00:01:10
14.540262,191.64456,2000-08-05 00:01:10
14.509719,191.6657,2000-08-05 00:11:10
14.365589,191.4667,2000-08-05 00:11:10
14.469229,191.18588,2000-08-05 00:11:10
14.594984,191.50943,2000-08-05 00:21:10
14.5279045,191.01773,2000-08-05 00:21:10
14.460299,191.20105,2000-08-05 00:21:10
14.378039,191.43579,2000-08-05 00:31:10
14.433569,191.13998,2000-08-05 00:31:10
14.646864,190.94316,2000-08-05 00:31:10
14.575983,190.95786,2000-08-05 00:41:10
14.610506,191.40335,2000-08-05 00:41:10
14.62453,191.19785,2000-08-05 00:41:10
14.57079,191.16966,2000-08-05 00:51:10
14.7533655,192.22427,2000-08-05 00:51:10
14.778083,190.85416,2000-08-05 00:51:10
14.815937,191.4751,2000-08-05 01:01:10
14.769366,191.31128,2000-08-05 01:01:10
14.744487,191.24512,2000-08-05 01:01:10
14.651488,191.41376,2000-08-05 01:11:10
14.8384,190.9317,2000-08-05 01:11:10
14.858534,191.62738,2000-08-05 01:11:10
15.043898,191.6016,2000-08-05 01:21:10
14.837114,191.35704,2000-08-05 01:21:10
14.903095,191.04239,2000-08-05 01:21:10
14.710432,191.46008,2000-08-05 01:31:10
14.517338,191.33533,2000-08-05 01:31:10
14.602121,191.51762,2000-08-05 01:31:10
14.888402,191.74615,2000-08-05 01:41:10
14.811995,191.77734,2000-08-05 01:41:10
14.815691,191.27698,2000-08-05 01:41:10
14.699303,191.19469,2000-08-05 01:51:10
14.781004,191.13464,2000-08-05 01:51:10
14.824711,191.96255,2000-08-05 01:51:10
14.812086,191.63594,2000-08-05 02:01:10
14.67173,191.48311,2000-08-05 02:01:10
14.925222,191.62473,2000-08-05 02:01:10
14.991201,191.67003,2000-08-05 02:11:10
15.08927,191.49689,2000-08-05 02:11:10
15.122396,190.85106,2000-08-05 02:11:10
15.027346,191.8059,2000-08-05 02:21:10
15.194233,190.95276,2000-08-05 02:21:10
15.218954,191.2329,2000-08-05 02:21:10
15.092468,191.89407,2000-08-05 02:31:10
15.246281,191.259,2000-08-05 02:31:10
15.135168,191.37277,2000-08-05 02:31:10
15.2256565,191.7058,2000-08-05 02:41:10
15.084393,191.43153,2000-08-05 02:41:10
15.018539,191.14073,2000-08-05 02:41:10
15.054335,191.28438,2000-08-05 02:51:10
14.880642,191.6142,2000-08-05 02:51:10
14.86106,191.52383,2000-08-05 02:51:10
14.727679,191.91144,2000-08-05 03:01:10
15.008221,191.44365,2000-08-05 03:01:10
14.791637,191.94052,2000-08-05 03:01:10
15.071093,191.50586,2000-08-05 03:11:10
15.140892,191.46487,2000-08-05 03:11:10
15.390596,191.67557,2000-08-05 03:11:10
15.18072,191.95207,2000-08-05 03:21:10
15.218272,191.52528,2000-08-05 03:21:10
15.321855,192.14124,2000-08-05 03:21:10
15.317788,191.46669,2000-08-05 03:31:10
15.061863,191.45319,2000-08-05 03:31:10
15.0514965,191.56136,2000-08-05 03:31:10
14.964989,191.36276,2000-08-05 03:41:10
14.998243,192.3628,2000-08-05 03:41:10
15.199909,191.3981,2000-08-05 03:41:10
15.108534,191.49852,2000-08-05 03:51:10
15.293169,191.37862,2000-08-05 03:51:10
15.423391,191.5112,2000-08-05 03:51:10
15.3351345,192.4366,2000-08-05 04:01:10
15.255804,191.21658,2000-08-05 04:01:10
15.182716,191.96193,2000-08-05 04:01:10
15.316782,192.11993,2000-08-05 04:11:10
15.316433,191.62885,2000-08-05 04:11:10
15.1364,191.90924,2000-08-05 04:11:10
15.424977,191.47977,2000-08-05 04:21:10
15.305211,191.96306,2000-08-05 04:21:10
15.521216,191.78043,2000-08-05 04:21:10
15.468206,191.56317,2000-08-05 04:31:10
15.60022,191.55417,2000-08-05 04:31:10
15.48445,191.50246,2000-08-05 04:31:10
15.645536,192.07132,2000-08-05 04:41:10
15.517608,192.30057,2000-08-05 04:41:10
15.783939,191.99106,2000-08-05 04:41:10
15.487614,192.4477,2000-08-05 04:51:10
15.408362,191.5965,2000-08-05 04:51:10
15.225111,191.19955,2000-08-05 04:51:10
15.5770035,192.09709,2000-08-05 05:01:10
15.574785,191.95149,2000-08-05 05:01:10
15.32608,192.57266,2000-08-05 05:01:10
15.711012,192.30771,2000-08-05 05:11:10
15.52647,192.41739,2000-08-05 05:11:10
15.810056,191.80405,2000-08-05 05:11:10
15.723665,192.3167,2000-08-05 05:21:10
15.687475,192.05557,2000-08-05 05:21:10
15.514238,192.21606,2000-08-05 05:21:10
